Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT079845,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV003,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29955,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV003/2020, complete genome"
MT079846,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV004,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV004/2020, complete genome"
MT079847,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV005,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29872,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV005/2020, complete genome"
MT079848,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV006,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29880,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV006/2020, complete genome"
MT079849,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV007,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29904,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV007/2020, complete genome"
MT079850,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV008,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29885,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV008/2020, complete genome"
MT079851,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV011,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),30018,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV011/2020, complete genome"
MT079852,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV012,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29891,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV012/2020, complete genome"
MT079853,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV020,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29766,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV020/2020, complete genome"
MT079854,Severe acute respiratory syndrome coronavirus 2,,"Wang,X., Zhou,Q., He,Y., Liu,L., Ma,X., Wei,X., Jiang,N., Liang,L., Zheng,Y., Ma,L., Xu,Y., Yang,D., Zhang,J., Yang,B., Deng,T., Zhai,B., Gao,Y., Liu,W., Bai,X., Pan,T., Wang,G., Chang,Y., Zhang,Z., Shi,H., Ma,W.L., Gao,Z.","Peking University People's Hospital, Department of Respiratory and Critical Care Medicine",China,2020-05-15T00:00:00Z,WHUHnCoV021,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29897,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WHUHnCoV021/2020, complete genome"
MT446312,Severe acute respiratory syndrome coronavirus 2,,"Sun,J., Zhu,A., Li,H., Zheng,K., Zhuang,Z., Chen,Z., Shi,Y., Zhang,Z., Chen,S.B., Liu,X., Dai,J., Li,X., Huang,S., Huang,X., Luo,L., Wen,L., Zhuo,J., Li,Y., Wang,Y., Zhang,L., Zhang,Y., Li,F., Feng,L., Chen,X., Zhong,N., Yang,Z., Huang,J., Zhao,J., Li,Y.M.","National Clinical Research Center for Respiratory Disease, State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2020-05-08T00:00:00Z,IQTC05,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29879,GenBank,complete,,,1,"China: Guangdong, Guangzhou",China,,Homo sapiens,urine,2020-02-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Guangzhou/IQTC05/2020, complete genome"
MT412134,Severe acute respiratory syndrome coronavirus 2,,"Li,X., Lu,S., Wu,B., Hu,X., Li,D., Huang,X., Guo,W.","Henan Provincial Center for Disease Control and Prevention, The Department of Infectious Disease Prevention and Control",China,2020-04-30T00:00:00Z,HN03,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29867,GenBank,complete,,,,China,China,,Homo sapiens,,2020-02-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HN03/2020, complete genome"
MT039874,Severe acute respiratory syndrome coronavirus 2,,"Zhang,X.A., Fan,H., Qi,R.Z., Zheng,W., Zheng,K., Gong,J.H., Fang,L.Q., Liu,W., Zhang,X.","Beijing Institute of Microbiology and Epidemiology, Dept. OPA",China,2020-04-11T00:00:00Z,IME-HZ01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29858,GenBank,complete,,,1,China,China,,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IME-HZ01/2020, complete genome"
MT281577,Severe acute respiratory syndrome coronavirus 2,,"Ge,B.","Fuyang City Center for Disease Control and Prevention, Clinical Laboratory",China,2020-04-06T00:00:00Z,Fuyang_FY002,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,"China: Anhui, Fuyang",China,,Homo sapiens,feces,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Fuyang_FY002/2020, complete genome"
MT291826,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Wuhan_IME-WH01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29807,GenBank,complete,,,,China: Wuhan,China,,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH01/2019, complete genome"
MT291827,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Wuhan_IME-WH02,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29858,GenBank,complete,,,,China: Wuhan,China,,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019, complete genome"
MT291828,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Wuhan_IME-WH03,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29858,GenBank,complete,,,,China: Wuhan,China,,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH03/2019, complete genome"
MT291829,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Wuhan_IME-WH04,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29774,GenBank,complete,,,,China: Wuhan,China,,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH04/2019, complete genome"
MT291830,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Wuhan_IME-WH05,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29807,GenBank,complete,,,,China: Wuhan,China,,Homo sapiens,lung,2019-12-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH05/2019, complete genome"
MT291831,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Beijing_IME-BJ01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29872,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Beijing_IME-BJ01/2020, complete genome"
MT291832,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Beijing_IME-BJ02,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29828,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Beijing_IME-BJ02/2020, complete genome"
MT291833,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Beijing_IME-BJ03,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29821,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Beijing_IME-BJ03/2020, complete genome"
MT291834,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Beijing_IME-BJ04,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29865,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Beijing_IME-BJ04/2020, complete genome"
MT291835,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Beijing_IME-BJ05,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29834,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Beijing_IME-BJ05/2020, complete genome"
MT291836,Severe acute respiratory syndrome coronavirus 2,,"Fan,H., Qin,E., Wu,Y., Guo,Y., Zhang,X., Yong,Y., Hou,J., Xu,Z., Mu,J., Teng,Y., Mi,Z., Yang,R., Song,Y., Li,B., Cui,Y.",Beijing Institute of Microbiology and Epidemiology,China,2020-04-06T00:00:00Z,Beijing_IME-BJ07,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29860,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Beijing_IME-BJ07/2020, complete genome"
MT040333,Pangolin coronavirus,,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2020-04-01T00:00:00Z,PCoV_GX-P4L,Pangolin coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29805,GenBank,complete,,,,China,China,,Manis javanica,,2017,,"Pangolin coronavirus isolate PCoV_GX-P4L, complete genome"
MT040334,Pangolin coronavirus,,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2020-04-01T00:00:00Z,PCoV_GX-P1E,Pangolin coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29801,GenBank,complete,,,,China,China,,Manis javanica,,2017,,"Pangolin coronavirus isolate PCoV_GX-P1E, complete genome"
MT040335,Pangolin coronavirus,,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2020-04-01T00:00:00Z,PCoV_GX-P5L,Pangolin coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29806,GenBank,complete,,,,China,China,,Manis javanica,,2017,,"Pangolin coronavirus isolate PCoV_GX-P5L, complete genome"
MT040336,Pangolin coronavirus,,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2020-04-01T00:00:00Z,PCoV_GX-P5E,Pangolin coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29802,GenBank,complete,,,,China,China,,Manis javanica,,2017,,"Pangolin coronavirus isolate PCoV_GX-P5E, complete genome"
MT072864,Pangolin coronavirus,,"Cao,W., Jia,N., Zhang,Y., Tong,Y., Jiang,J., Jiang,B., Li,J., Yuan,T., Li,W., Qiang,X., Qin,S., Pei,G.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2020-04-01T00:00:00Z,PCoV_GX-P2V,Pangolin coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29795,GenBank,complete,,,,China,China,,Pholidota,,2018,,"Pangolin coronavirus isolate PCoV_GX-P2V, complete genome"
MT259226,Severe acute respiratory syndrome coronavirus 2,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2020-03-30T00:00:00Z,Wuhan_OS52,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29868,GenBank,complete,,,,"China: Hubei, Wuhan",China,,Homo sapiens,oronasopharynx,2020-01-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_OS52/2020, complete genome"
MT259227,Severe acute respiratory syndrome coronavirus 2,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2020-03-30T00:00:00Z,Wuhan_YB012611,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29863,GenBank,complete,,,,"China: Hubei, Wuhan",China,,Homo sapiens,oronasopharynx,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012611/2020, complete genome"
MT259228,Severe acute respiratory syndrome coronavirus 2,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2020-03-30T00:00:00Z,Wuhan_YB012605,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29861,GenBank,complete,,,,"China: Hubei, Wuhan",China,,Homo sapiens,oronasopharynx,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012605/2020, complete genome"
MT259229,Severe acute respiratory syndrome coronavirus 2,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2020-03-30T00:00:00Z,Wuhan_YB012602,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29864,GenBank,complete,,,,"China: Hubei, Wuhan",China,,Homo sapiens,oronasopharynx,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012602/2020, complete genome"
MT259230,Severe acute respiratory syndrome coronavirus 2,,"Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2020-03-30T00:00:00Z,Wuhan_YB012506,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29866,GenBank,complete,,,,"China: Hubei, Wuhan",China,,Homo sapiens,oronasopharynx,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_YB012506/2020, complete genome"
